timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-09-19 04:00:00,9820.96,9916.0,9780.75,9872.38,3896.305,1568879999999,38389027.31388,5709,919.357,9058076.28364,0
2019-09-19 08:00:00,9872.71,9895.37,9820.0,9856.5,3859.26,1568894399999,38069227.52278,5415,1344.745,13264156.21865,0
2019-09-19 12:00:00,9856.5,9893.57,9845.11,9880.36,3577.789,1568908799999,35295063.44416,4859,890.996,8790628.33887,0
2019-09-19 16:00:00,9882.0,10109.51,9875.25,10086.98,4871.372,1568923199999,48806271.78313,7700,2383.452,23861235.81966,0
2019-09-19 20:00:00,10088.91,10331.62,10088.91,10245.3,5370.886,1568937599999,55009494.83017,8762,2794.875,28626102.29315,0
2019-09-20 00:00:00,10247.7,10279.3,10154.7,10214.76,4230.857,1568951999999,43232975.13152,5281,2860.067,29229487.04046,0
2019-09-20 04:00:00,10212.78,10222.92,10148.99,10156.45,3706.694,1568966399999,37737945.75658,4898,2210.033,22508854.23953,0
2019-09-20 08:00:00,10156.11,10187.1,10121.3,10173.72,3454.159,1568980799999,35069941.55536,4894,1100.647,11177072.45295,0
2019-09-20 12:00:00,10172.45,10236.19,10141.31,10180.66,4066.386,1568995199999,41409977.90918,5626,1098.893,11193185.22235,0
2019-09-20 16:00:00,10179.55,10189.13,10070.5,10161.6,3987.006,1569009599999,40467678.98252,5633,1201.461,12187416.62538,0
2019-09-20 20:00:00,10161.4,10185.34,10070.67,10166.35,3820.808,1569023999999,38765284.34292,4722,1046.027,10609391.50265,0
2019-09-21 00:00:00,10166.56,10175.3,10116.8,10124.75,3662.893,1569038399999,37164002.46315,4032,802.518,8139426.90058,0
2019-09-21 04:00:00,10124.35,10126.81,9963.02,10079.89,4673.538,1569052799999,47087749.51155,6259,1858.38,18722001.25148,0
2019-09-21 08:00:00,10081.07,10081.07,9983.25,10046.6,3967.174,1569067199999,39762708.22571,6235,1680.33,16845516.24421,0
2019-09-21 12:00:00,10046.6,10067.0,9912.63,10037.11,3990.876,1569081599999,39907485.76184,6220,1086.508,10862233.30728,0
2019-09-21 16:00:00,10037.05,10056.0,9959.97,10016.8,3519.366,1569095999999,35178652.19145,5125,1208.087,12075347.48587,0
2019-09-21 20:00:00,10016.78,10023.56,9943.05,9983.33,3828.54,1569110399999,38220062.10326,4799,1583.795,15804996.54469,0
2019-09-22 00:00:00,9992.7,10001.98,9862.81,9872.07,4561.077,1569124799999,45269443.64912,6202,1980.423,19659815.43591,0
2019-09-22 04:00:00,9872.0,10053.56,9857.0,10023.53,3791.352,1569139199999,37656455.00144,5437,1460.307,14503030.9363,0
2019-09-22 08:00:00,10024.91,10089.52,9978.96,10001.83,3755.569,1569153599999,37623286.87611,5765,2294.118,22980707.55839,0
2019-09-22 12:00:00,10000.53,10057.43,9932.01,9989.89,3816.779,1569167999999,38136508.28223,5869,1424.505,14237726.7686,0
2019-09-22 16:00:00,9990.0,10025.0,9949.2,9987.48,4011.848,1569182399999,40084844.5531,5449,1577.069,15762505.17513,0
2019-09-22 20:00:00,9987.61,10073.46,9982.6,10023.04,3979.729,1569196799999,39918081.97646,4679,1729.973,17360459.78449,0
2019-09-23 00:00:00,10027.69,10046.91,9950.0,9975.58,4722.711,1569211199999,47159850.10328,5187,2889.081,28850902.28331,0
2019-09-23 04:00:00,9978.57,9983.81,9878.51,9904.0,3827.303,1569225599999,38025371.43634,5324,1264.701,12557662.66757,0
2019-09-23 08:00:00,9904.0,9968.49,9904.0,9915.09,3484.654,1569239999999,34634386.21151,4717,1356.361,13484030.2727,0
2019-09-23 12:00:00,9914.11,9951.05,9708.91,9867.06,7566.861,1569254399999,74649032.27112,11368,4069.422,40155572.90225,0
2019-09-23 16:00:00,9867.54,9883.89,9779.0,9805.1,4499.082,1569268799999,44175799.6673,6028,2022.901,19862388.73134,0
2019-09-23 20:00:00,9804.39,9836.28,9620.0,9701.96,7826.451,1569283199999,76105051.93755,9566,3322.085,32316418.326,0
2019-09-24 00:00:00,9701.1,9792.83,9603.5,9718.71,4279.612,1569297599999,41545510.76779,7809,1930.945,18741146.82568,0
2019-09-24 04:00:00,9718.63,9791.07,9689.0,9755.67,2594.573,1569311999999,25283196.89633,6341,1019.881,9937486.07121,0
2019-09-24 08:00:00,9754.05,9768.0,9680.27,9726.09,3996.677,1569326399999,38881962.02322,7559,2268.951,22071008.55528,0
2019-09-24 12:00:00,9725.67,9729.07,9408.47,9530.0,15301.878,1569340799999,146338780.60553,19777,7589.142,72603679.00503,0
2019-09-24 16:00:00,8683.2,8689.49,8645.61,8645.61,10.814,1569355199999,93807.78575,33,7.239,62893.03355,0
2019-09-24 20:00:00,8358.01,8755.44,8137.09,8495.83,23548.671,1569369599999,200868110.94962,43954,12186.779,103966398.76686,0
2019-09-25 00:00:00,8493.32,8725.24,8492.65,8565.61,8267.585,1569383999999,71346830.5906,14952,4271.346,36855327.04054,0
2019-09-25 04:00:00,8565.52,8589.25,8200.0,8322.35,7839.039,1569398399999,66281481.6085,12799,3949.867,33411273.59826,0
2019-09-25 08:00:00,8325.28,8546.73,8215.0,8327.38,7480.944,1569412799999,62377032.16906,17165,3882.846,32380989.6064,0
2019-09-25 12:00:00,8324.27,8460.0,8242.61,8293.28,9081.314,1569427199999,75962298.20774,16760,4556.868,38119457.11295,0
2019-09-25 16:00:00,8295.79,8408.31,8223.71,8346.96,6397.273,1569441599999,53303853.45005,12250,3143.741,26192831.76939,0
2019-09-25 20:00:00,8346.96,8628.44,8332.41,8430.07,9155.947,1569455999999,77570054.13623,11781,5167.462,43801902.62747,0
2019-09-26 00:00:00,8428.15,8443.55,8316.61,8361.8,4251.146,1569470399999,35610396.62827,6539,2272.952,19037007.59009,0
2019-09-26 04:00:00,8361.82,8431.0,8335.72,8379.0,3154.622,1569484799999,26459016.30427,6681,1350.373,11326559.12517,0
2019-09-26 08:00:00,8378.75,8464.4,8367.89,8387.08,3514.373,1569499199999,29593190.38493,9255,2159.435,18184079.55783,0
2019-09-26 12:00:00,8387.0,8438.88,7825.89,7921.82,21856.29,1569513599999,178721504.24455,36128,10656.548,87198928.78821,0
2019-09-26 16:00:00,7924.55,8160.5,7700.67,8131.12,22026.303,1569527999999,175024325.91164,42108,10919.537,86806954.16484,0
2019-09-26 20:00:00,8131.23,8157.0,8010.0,8060.15,5263.211,1569542399999,42510596.07941,9870,2572.543,20774130.68048,0
2019-09-27 00:00:00,8061.98,8093.21,7940.37,8019.99,4893.075,1569556799999,39151105.03469,9062,2691.91,21539611.43132,0
2019-09-27 04:00:00,8019.15,8081.49,7951.77,8060.01,3443.524,1569571199999,27591453.26096,9417,1632.644,13077948.21022,0
2019-09-27 08:00:00,8060.0,8128.78,7951.37,7988.08,6616.751,1569585599999,53169482.04719,12536,3527.114,28343666.6638,0
2019-09-27 12:00:00,7984.71,8097.0,7851.94,7977.1,11382.027,1569599999999,90707658.80973,20475,5969.287,47580690.67415,0
2019-09-27 16:00:00,7976.3,8060.01,7934.73,7990.7,6032.962,1569614399999,48331451.26511,13667,3192.473,25577268.72203,0
2019-09-27 20:00:00,7990.01,8260.0,7980.0,8176.52,7666.314,1569628799999,62489698.68752,15239,3947.434,32150051.60132,0
2019-09-28 00:00:00,8178.26,8211.21,8120.02,8164.01,3244.046,1569643199999,26478915.88529,8637,1610.949,13150501.33275,0
2019-09-28 04:00:00,8164.51,8222.11,8141.18,8211.76,2915.339,1569657599999,23812492.4972,8529,1362.721,11131192.93515,0
2019-09-28 08:00:00,8212.47,8243.54,8124.03,8133.23,3799.958,1569671999999,31073042.79396,10603,2049.393,16755622.26915,0
2019-09-28 12:00:00,8132.68,8135.7,8001.14,8064.07,7324.607,1569686399999,59115880.19174,14877,3802.628,30688084.82898,0
2019-09-28 16:00:00,8067.1,8179.0,8038.28,8146.66,4763.487,1569700799999,38665596.14479,10750,2264.096,18374063.49332,0
2019-09-28 20:00:00,8145.7,8311.0,8057.35,8195.38,11773.482,1569715199999,96260252.89123,15824,5772.375,47191968.32596,0
2019-09-29 00:00:00,8199.0,8226.35,8121.96,8130.22,4124.529,1569729599999,33709346.68858,9591,2593.922,21196638.403,0
2019-09-29 04:00:00,8130.16,8141.26,8040.11,8083.08,4554.654,1569743999999,36902859.85478,10435,3246.261,26307117.44023,0
2019-09-29 08:00:00,8086.33,8116.99,8031.34,8073.12,4084.898,1569758399999,33004884.12898,10291,2444.337,19749985.17012,0
2019-09-29 12:00:00,8072.89,8078.05,7888.98,7965.7,8625.319,1569772799999,68857312.50514,21200,4186.387,33417739.20313,0
2019-09-29 16:00:00,7965.7,8032.73,7920.01,7956.4,6285.116,1569787199999,50160754.7631,11954,3326.633,26549231.07348,0
2019-09-29 20:00:00,7951.59,8127.06,7918.75,8041.96,8291.54,1569801599999,66685755.77761,14657,4260.079,34255179.22239,0
2019-09-30 00:00:00,8042.08,8054.82,7953.58,7972.07,6088.484,1569815999999,48715837.58281,9744,3917.459,31345020.78567,0
2019-09-30 04:00:00,7972.03,7974.75,7709.01,7792.82,13568.502,1569830399999,105964046.07781,24066,6723.725,52511373.78054,0
2019-09-30 08:00:00,7793.19,8094.48,7775.01,8034.78,12089.775,1569844799999,96226248.23726,20852,6027.373,47957733.58695,0
2019-09-30 12:00:00,8033.48,8300.66,7982.08,8280.0,14038.751,1569859199999,114688962.42161,27345,6947.553,56784838.69955,0
2019-09-30 16:00:00,8277.05,8331.89,8186.0,8269.65,4567.829,1569873599999,37725154.94349,13299,2399.016,19819175.79628,0
2019-09-30 20:00:00,8268.61,8288.86,8162.0,8285.84,4059.179,1569887999999,33381675.89819,12023,1920.233,15792862.90735,0
2019-10-01 00:00:00,8285.31,8499.0,8171.0,8392.36,7442.336,1569902399999,62130196.71244,17730,3687.018,30801497.41821,0
2019-10-01 04:00:00,8392.39,8466.75,8341.0,8405.03,3662.252,1569916799999,30729240.19856,11277,1859.29,15601416.68762,0
2019-10-01 08:00:00,8400.79,8409.0,8285.0,8353.0,5275.655,1569931199999,43955018.65935,12924,2947.279,24550832.1212,0
2019-10-01 12:00:00,8350.14,8424.72,8270.0,8361.09,7066.94,1569945599999,58914812.20777,17389,3537.894,29493339.97997,0
2019-10-01 16:00:00,8361.18,8494.49,8225.03,8295.66,10918.966,1569959999999,91184655.44214,20223,5200.03,43441208.22337,0
2019-10-01 20:00:00,8300.0,8396.56,8263.01,8290.0,4846.655,1569974399999,40304888.40965,12623,2316.233,19263712.32092,0
2019-10-02 00:00:00,8290.0,8325.4,8201.0,8239.0,4674.892,1569988799999,38623510.22967,11306,1917.996,15842407.52742,0
2019-10-02 04:00:00,8241.34,8262.25,8149.35,8194.52,5230.51,1570003199999,42873993.74458,13251,2365.739,19391690.93376,0
2019-10-02 08:00:00,8194.76,8274.5,8194.76,8255.57,3348.702,1570017599999,27582411.15053,10838,1511.536,12450436.71267,0
2019-10-02 12:00:00,8256.32,8280.0,8185.28,8230.4,5439.207,1570031999999,44720909.11251,13115,2836.527,23319562.07588,0
2019-10-02 16:00:00,8230.41,8264.36,8177.29,8250.79,6361.526,1570046399999,52323215.36521,11688,2896.228,23820041.68846,0
2019-10-02 20:00:00,8250.79,8365.92,8209.18,8352.14,5274.342,1570060799999,43661949.47942,11254,2312.574,19154531.67453,0
2019-10-03 00:00:00,8353.4,8386.0,8302.86,8323.92,3741.139,1570075199999,31169932.73633,9612,1574.934,13122429.86322,0
2019-10-03 04:00:00,8324.55,8363.36,8237.37,8258.14,4023.595,1570089599999,33379990.65661,11116,1628.41,13507475.74882,0
2019-10-03 08:00:00,8258.9,8288.88,8184.91,8215.26,5001.386,1570103999999,41171047.65044,13367,2245.871,18482321.30679,0
2019-10-03 12:00:00,8215.49,8243.0,8020.0,8104.71,8390.436,1570118399999,68332098.36499,20943,3985.213,32463008.07771,0
2019-10-03 16:00:00,8104.41,8206.25,8086.0,8141.03,5529.021,1570132799999,45025660.79821,14550,2449.411,19952461.48228,0
2019-10-03 20:00:00,8142.77,8274.59,8111.49,8220.27,6744.653,1570147199999,55256198.18389,12633,3293.984,26985649.96554,0
2019-10-04 00:00:00,8219.95,8227.42,8050.0,8101.77,8195.016,1570161599999,66492154.76774,14410,3728.517,30249253.05633,0
2019-10-04 04:00:00,8100.25,8140.0,7979.95,8126.61,4461.004,1570175999999,36035289.69529,12960,2101.026,16974608.31061,0
2019-10-04 08:00:00,8130.0,8170.0,8080.81,8145.01,3468.236,1570190399999,28168796.50146,12197,1583.103,12857360.69892,0
2019-10-04 12:00:00,8146.18,8179.0,8117.04,8140.95,3790.723,1570204799999,30856587.16816,12609,1522.733,12395938.67729,0
2019-10-04 16:00:00,8142.63,8199.5,8121.1,8179.0,4624.849,1570219199999,37765427.33474,12129,1868.74,15258560.92286,0
2019-10-04 20:00:00,8179.0,8208.88,8124.76,8130.56,3881.283,1570233599999,31660137.84743,10378,1633.857,13326877.48753,0
2019-10-05 00:00:00,8130.0,8144.44,8089.5,8131.0,5235.241,1570247999999,42487852.23871,10167,2296.745,18637121.49697,0
2019-10-05 04:00:00,8131.5,8138.63,8092.66,8104.88,4075.45,1570262399999,33072110.28206,9915,1327.099,10764817.66922,0
2019-10-05 08:00:00,8104.88,8109.43,8066.0,8077.76,4602.573,1570276799999,37205318.01883,11593,1788.23,14456969.62915,0
2019-10-05 12:00:00,8077.75,8085.0,8010.0,8077.11,6494.837,1570291199999,52283974.78425,14802,3076.621,24762083.4033,0
2019-10-05 16:00:00,8075.3,8095.87,8028.14,8063.96,4731.815,1570305599999,38142602.88738,11175,1858.935,14982618.01403,0
2019-10-05 20:00:00,8063.33,8175.0,8055.79,8122.14,5122.09,1570319999999,41552230.84905,12139,1852.071,15029095.78813,0
2019-10-06 00:00:00,8122.01,8148.43,8009.0,8039.21,7650.912,1570334399999,61686519.93558,12863,3565.262,28732785.50616,0
2019-10-06 04:00:00,8039.66,8073.19,7889.64,7958.19,7482.703,1570348799999,59811898.14715,15281,3656.62,29239297.68641,0
2019-10-06 08:00:00,7959.39,7960.0,7859.03,7937.72,6068.653,1570363199999,48063448.42823,15109,2735.617,21665724.3689,0
2019-10-06 12:00:00,7935.35,8045.51,7861.0,7995.98,7743.64,1570377599999,61447659.22724,19082,3874.649,30753675.95538,0
2019-10-06 16:00:00,7995.98,8012.27,7760.0,7887.04,6016.122,1570391999999,47508775.87803,18377,2730.215,21564876.81263,0
2019-10-06 20:00:00,7885.27,7919.01,7798.94,7852.79,6947.009,1570406399999,54637423.39445,14132,3228.165,25389546.56741,0
2019-10-07 00:00:00,7851.01,7900.95,7764.42,7859.27,10448.122,1570420799999,81718352.78126,18124,4721.151,36920504.46826,0
2019-10-07 04:00:00,7859.46,7876.0,7796.54,7862.0,5973.937,1570435199999,46802828.79654,13231,2646.783,20736319.25376,0
2019-10-07 08:00:00,7862.0,8225.0,7862.0,7975.99,12954.723,1570449599999,103288379.97037,24224,6475.404,51732990.59041,0
2019-10-07 12:00:00,7975.51,8330.0,7975.2,8174.58,15681.018,1570463999999,127501603.9747,27857,8186.305,66599920.33074,0
2019-10-07 16:00:00,8173.58,8307.22,8133.52,8208.75,11153.723,1570478399999,91761247.18819,20084,5567.694,45817300.07728,0
2019-10-07 20:00:00,8208.75,8249.89,8175.0,8186.88,6548.776,1570492799999,53750026.11651,11880,2950.1,24213172.50739,0
2019-10-08 00:00:00,8188.55,8322.01,8188.04,8255.9,8019.168,1570507199999,66221180.60389,13680,4202.093,34693609.23873,0
2019-10-08 04:00:00,8257.01,8284.78,8195.0,8206.24,6662.867,1570521599999,54835296.00292,12966,2872.537,23637255.87286,0
2019-10-08 08:00:00,8206.24,8207.85,8132.27,8177.48,8823.764,1570535999999,72081328.14357,15842,4109.677,33571948.01126,0
2019-10-08 12:00:00,8176.64,8242.52,8132.0,8182.46,8339.493,1570550399999,68312232.27322,16636,3994.704,32724925.06002,0
2019-10-08 16:00:00,8183.46,8206.0,8157.05,8163.54,5911.833,1570564799999,48333348.4951,11286,2707.705,22136213.89866,0
2019-10-08 20:00:00,8165.06,8206.0,8103.88,8167.62,6958.04,1570579199999,56793377.72835,12058,2845.541,23219990.85936,0
2019-10-09 00:00:00,8168.33,8198.0,8117.98,8119.11,6526.72,1570593599999,53247093.45572,11757,2649.751,21616257.84873,0
2019-10-09 04:00:00,8119.11,8193.17,8113.0,8177.4,5729.723,1570607999999,46687303.89461,11689,2636.118,21480417.69302,0
2019-10-09 08:00:00,8173.72,8236.15,8154.34,8183.32,7343.297,1570622399999,60157574.71709,15091,3283.985,26906522.06585,0
2019-10-09 12:00:00,8183.32,8700.0,8159.77,8550.09,23301.533,1570636799999,196190148.7113,37650,11851.032,99867201.2827,0
2019-10-09 16:00:00,8549.48,8665.0,8490.9,8576.37,13597.472,1570651199999,116696006.01204,23198,6982.103,59928057.50656,0
2019-10-09 20:00:00,8578.6,8609.35,8518.32,8559.77,8954.898,1570665599999,76753725.92125,14941,4039.186,34619473.06518,0
2019-10-10 00:00:00,8559.77,8589.21,8495.7,8541.12,6800.023,1570679999999,58102918.6502,13249,3165.25,27042083.39386,0
2019-10-10 04:00:00,8541.74,8640.89,8530.5,8611.27,5725.803,1570694399999,49129694.3864,11775,2156.948,18520943.69437,0
2019-10-10 08:00:00,8611.75,8619.51,8465.84,8524.63,9330.958,1570708799999,79551590.2494,17870,4800.305,40924529.83302,0
2019-10-10 12:00:00,8524.66,8553.99,8419.34,8536.08,9584.298,1570723199999,81273329.31524,18294,4726.162,40076224.40844,0
2019-10-10 16:00:00,8536.03,8570.18,8482.48,8552.62,5926.386,1570737599999,50517146.58803,11358,2215.782,18883926.48673,0
2019-10-10 20:00:00,8552.5,8587.24,8517.61,8556.02,6918.2,1570751999999,59152280.72656,11315,3027.794,25890395.78357,0
2019-10-11 00:00:00,8557.0,8569.0,8475.46,8551.26,7046.685,1570766399999,60020766.66859,12198,3265.738,27813179.56181,0
2019-10-11 04:00:00,8551.69,8788.0,8332.6,8385.26,28895.823,1570780799999,245720295.76046,40536,14089.082,119812053.51867,0
2019-10-11 08:00:00,8384.6,8386.61,8280.0,8295.88,10169.185,1570795199999,84745734.37256,19397,4920.81,40999651.76521,0
2019-10-11 12:00:00,8295.74,8357.3,8268.51,8341.0,7700.058,1570809599999,64084285.58891,16569,4147.774,34521225.1929,0
2019-10-11 16:00:00,8341.0,8369.99,8277.37,8340.96,8278.607,1570823999999,68916755.38628,14939,3316.702,27608521.68244,0
2019-10-11 20:00:00,8341.64,8350.0,8210.0,8255.58,7067.606,1570838399999,58684805.15491,13332,3117.276,25877298.7164,0
2019-10-12 00:00:00,8255.54,8327.91,8248.34,8306.56,5899.6,1570852799999,48927897.3524,12260,2255.077,18697650.52468,0
2019-10-12 04:00:00,8307.01,8356.0,8303.0,8336.35,5885.266,1570867199999,49037832.45619,10255,2244.752,18704633.27773,0
2019-10-12 08:00:00,8336.33,8366.79,8289.26,8319.75,5674.466,1570881599999,47244962.89895,11468,2491.134,20729823.9529,0
2019-10-12 12:00:00,8319.74,8397.45,8304.7,8368.79,7058.38,1570895999999,58914850.74673,13351,2866.104,23932732.36208,0
2019-10-12 16:00:00,8368.94,8395.0,8290.5,8307.99,6912.629,1570910399999,57565495.41733,12008,3152.989,26252734.60716,0
